,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 6/2017,Negative Surprise,4.12,,,,,,,4.45,4.12,,
Year ending 6/2018,Neutral,5.51,,0.337378640776699,5.02,,5.43,,5.225,5.51,0.337378640776699,
Year ending 6/2019,Neutral,4.82,,-0.12522686025408336,4.66,-0.0717131474103585,4.86,-0.10497237569060758,4.76,4.82,-0.12522686025408336,-0.08834276155048304
Year ending 6/2020,Neutral,,5.05,0.0,5.0,0.07296137339055786,5.14,0.057613168724279795,5.05,5.05,0.04771784232365128,0.06528727105741883
Year ending 6/2021,Neutral,,5.08,0.0,3.88,-0.22399999999999998,6.94,0.35019455252918297,5.08,5.08,0.005940594059405946,0.0630972762645915
