,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,-4.61,,,-4.95,,-4.25,,-4.6,-4.61,,
Year ending 12/2018,Negative Surprise,-0.74,,-0.8394793926247288,,0.0,,0.0,-0.45,-0.74,-0.8394793926247288,0.0
Year ending 12/2019,Negative Surprise,-0.95,,0.28378378378378377,,0.0,,0.0,-0.72,-0.95,0.28378378378378377,0.0
Year ending 12/2020,Neutral,,-2.3,0.0,-5.5,0.11111111111111116,1.09,-1.256470588235294,-2.3,-2.3,1.4210526315789473,-0.5726797385620914
Year ending 12/2021,Neutral,,-3.1,0.0,-5.39,-0.020000000000000018,0.04,-0.963302752293578,-3.1,-3.1,0.34782608695652195,-0.491651376146789
