,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2017,Neutral,-1.27,,,-1.4,,-1.0,,-1.2,-1.27,,
Year ending 9/2018,Negative Surprise,0.13,,-1.1023622047244095,,0.0,,0.0,0.4,0.13,-1.1023622047244095,0.0
Year ending 9/2019,Positive Surprise,1.75,,12.461538461538462,,0.0,,0.0,1.62,1.75,12.461538461538462,0.0
Year ending 9/2020,Neutral,,-0.57,0.0,-1.34,-0.042857142857142705,0.47,-1.47,-0.57,-0.57,-1.3257142857142856,-0.7564285714285713
Year ending 9/2021,Neutral,,-2.35,0.0,-3.89,1.9029850746268657,0.77,0.6382978723404256,-2.35,-2.35,3.1228070175438605,1.2706414734836455
