,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,5.46,,,4.73,,5.75,,5.24,5.46,,
Year ending 12/2018,Negative Surprise,6.54,,0.19780219780219777,,0.0,,0.0,6.89,6.54,0.19780219780219777,0.0
Year ending 12/2019,Neutral,4.26,,-0.3486238532110092,3.68,-0.2219873150105709,6.0,0.04347826086956519,4.84,4.26,-0.3486238532110092,-0.08925452707050285
Year ending 12/2020,Neutral,,-7.92,0.0,-16.44,-5.467391304347826,4.76,-0.20666666666666667,-7.92,-7.92,-2.859154929577465,-2.8370289855072466
Year ending 12/2021,Neutral,,1.26,0.0,-4.15,-0.7475669099756691,6.5,0.365546218487395,1.26,1.26,-1.1590909090909092,-0.19101034574413706
