,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,17.57,,,17.49,,17.69,,17.59,17.57,,
Year ending 12/2018,Neutral,20.32,,0.1565167899829254,19.45,0.11206403659233843,20.27,0.14584511023176927,19.86,20.32,0.1565167899829254,0.12895457341205385
Year ending 12/2019,Neutral,22.77,,0.12057086614173218,22.32,0.14755784061696664,22.73,0.12136161815490887,22.525,22.77,0.12057086614173218,0.13445972938593775
Year ending 12/2020,Neutral,,21.51,0.0,18.73,-0.16084229390681004,25.49,0.12142542894852615,21.51,21.51,-0.05533596837944654,-0.019708432479141946
Year ending 12/2021,Neutral,,25.19,0.0,22.25,0.18793379604911897,31.71,0.2440172616712437,25.19,25.19,0.17108321710832164,0.21597552886018134
