,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.58,,,1.57,,1.62,,1.5950000000000002,1.58,,
Year ending 12/2018,Negative Surprise,3.52,,1.2278481012658227,,0.0,,0.0,4.32,3.52,1.2278481012658227,0.0
Year ending 12/2019,Positive Surprise,3.12,,-0.11363636363636365,,0.0,,0.0,1.95,3.12,-0.11363636363636365,0.0
Year ending 12/2020,Neutral,,2.46,0.0,1.63,0.03821656050955413,3.27,1.0185185185185186,2.46,2.46,-0.21153846153846156,0.5283675395140364
Year ending 12/2021,Neutral,,2.82,0.0,2.04,0.25153374233128845,3.62,0.10703363914373099,2.82,2.82,0.14634146341463405,0.17928369073750972
