,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Negative Surprise,1.01,,,,,,,1.09,1.01,,
Year ending 12/2018,Neutral,1.34,,0.3267326732673268,1.29,,1.37,,1.33,1.34,0.3267326732673268,
Year ending 12/2019,Negative Surprise,1.8,,0.3432835820895521,,0.0,,0.0,2.03,1.8,0.3432835820895521,0.0
Year ending 12/2020,Neutral,,2.19,0.0,2.03,0.5736434108527131,2.33,0.7007299270072991,2.19,2.19,0.21666666666666656,0.6371866689300061
Year ending 12/2021,Neutral,,2.78,0.0,2.46,0.21182266009852224,3.22,0.3819742489270386,2.78,2.78,0.26940639269406397,0.2968984545127804
