,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,12.58,,,12.5,,12.91,,12.705,12.58,,
Year ending 12/2018,Neutral,14.4,,0.1446740858505564,14.1,0.1279999999999999,14.4,0.1154144074360961,14.25,14.4,0.1446740858505564,0.121707203718048
Year ending 12/2019,Neutral,14.82,,0.029166666666666563,14.4,0.021276595744680993,15.02,0.0430555555555554,14.71,14.82,0.029166666666666563,0.0321660756501182
Year ending 12/2020,Neutral,,15.56,0.0,14.89,0.03402777777777777,16.27,0.08322237017310252,15.56,15.56,0.04993252361673406,0.058625073975440145
Year ending 12/2021,Neutral,,16.96,0.0,15.62,0.04902619207521819,19.3,0.18623232944068846,16.96,16.96,0.08997429305912608,0.11762926075795332
