,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,3.35,,,3.26,,3.45,,3.355,3.35,,
Year ending 12/2018,Neutral,4.73,,0.4119402985074627,4.5,0.3803680981595092,4.65,0.34782608695652173,4.575,4.73,0.4119402985074627,0.3640970925580155
Year ending 12/2019,Neutral,4.19,,-0.11416490486257924,4.3,-0.04444444444444451,4.53,-0.02580645161290329,4.415,4.19,-0.11416490486257924,-0.0351254480286739
Year ending 12/2020,Neutral,,2.87,0.0,2.4,-0.4418604651162791,3.2,-0.29359823399558493,2.87,2.87,-0.315035799522673,-0.367729349555932
Year ending 12/2021,Neutral,,3.67,0.0,2.8,0.16666666666666674,4.4,0.375,3.67,3.67,0.27874564459930307,0.27083333333333337
