,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.93,,,1.92,,1.97,,1.9449999999999998,1.93,,
Year ending 12/2018,Neutral,2.17,,0.12435233160621761,2.14,0.11458333333333348,2.19,0.11167512690355319,2.165,2.17,0.12435233160621761,0.11312923011844334
Year ending 12/2019,Neutral,2.33,,0.07373271889400934,2.29,0.07009345794392519,2.33,0.06392694063926951,2.31,2.33,0.07373271889400934,0.06701019929159735
Year ending 12/2020,Neutral,,2.42,0.0,2.28,-0.004366812227074357,2.46,0.05579399141630903,2.42,2.42,0.03862660944205998,0.025713589594617337
Year ending 12/2021,Neutral,,2.58,0.0,2.56,0.12280701754385981,2.61,0.060975609756097615,2.58,2.58,0.06611570247933884,0.09189131364997871
