,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Negative Surprise,3.7,,,,,,,4.18,3.7,,
Year ending 12/2018,Neutral,7.74,,1.0918918918918918,7.32,,8.64,,7.98,7.74,1.0918918918918918,
Year ending 12/2019,Neutral,6.27,,-0.18992248062015515,5.98,-0.18306010928961747,6.62,-0.23379629629629628,6.300000000000001,6.27,-0.18992248062015515,-0.20842820279295687
Year ending 12/2020,Neutral,,-0.41,0.0,-2.13,-1.3561872909698995,1.99,-0.6993957703927492,-0.41,-0.41,-1.065390749601276,-1.0277915306813243
Year ending 12/2021,Neutral,,2.09,0.0,-2.4,0.12676056338028174,4.62,1.321608040201005,2.09,2.09,-6.097560975609756,0.7241843017906434
