,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,5.89,,,5.7,,5.85,,5.775,5.89,,
Year ending 12/2018,Neutral,6.44,,0.0933786078098473,6.29,0.10350877192982444,6.44,0.10085470085470094,6.365,6.44,0.0933786078098473,0.10218173639226269
Year ending 12/2019,Neutral,6.17,,-0.041925465838509424,6.15,-0.02225755166931631,6.23,-0.03260869565217395,6.19,6.17,-0.041925465838509424,-0.02743312366074513
Year ending 12/2020,Neutral,,6.08,0.0,5.52,-0.102439024390244,6.37,0.022471910112359605,6.08,6.08,-0.014586709886547755,-0.039983557138942194
Year ending 12/2021,Neutral,,6.66,0.0,6.2,0.12318840579710155,7.18,0.12715855572998414,6.66,6.66,0.09539473684210531,0.12517348076354284
