,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.8,,,1.78,,1.86,,1.82,1.8,,
Year ending 12/2018,Neutral,1.92,,0.06666666666666665,1.87,0.050561797752809,1.94,0.043010752688172005,1.905,1.92,0.06666666666666665,0.0467862752204905
Year ending 12/2019,Neutral,1.73,,-0.09895833333333326,1.73,-0.07486631016042788,1.8,-0.07216494845360821,1.7650000000000001,1.73,-0.09895833333333326,-0.07351562930701805
Year ending 12/2020,Neutral,,1.64,0.0,1.1,-0.36416184971098264,1.89,0.04999999999999982,1.64,1.64,-0.052023121387283267,-0.1570809248554914
Year ending 12/2021,Neutral,,1.9,0.0,1.6,0.4545454545454546,2.13,0.12698412698412698,1.9,1.9,0.15853658536585358,0.2907647907647908
