,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,5.87,,,5.77,,5.93,,5.85,5.87,,
Year ending 12/2018,Neutral,7.33,,0.24872231686541735,7.3,0.2651646447140381,7.45,0.2563237774030356,7.375,7.33,0.24872231686541735,0.26074421105853685
Year ending 12/2019,Neutral,8.2,,0.11869031377899031,7.97,0.09178082191780823,8.26,0.10872483221476514,8.115,8.2,0.11869031377899031,0.10025282706628669
Year ending 12/2020,Neutral,,3.04,0.0,0.0,-1.0,5.67,-0.31355932203389825,3.04,3.04,-0.6292682926829267,-0.6567796610169492
Year ending 12/2021,Neutral,,7.14,0.0,5.16,inf,10.45,0.8430335097001762,7.14,7.14,1.3486842105263155,inf
