,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.26,,,1.25,,1.27,,1.26,1.26,,
Year ending 12/2018,Positive Surprise,1.47,,0.16666666666666674,,0.0,,0.0,1.39,1.47,0.16666666666666674,0.0
Year ending 12/2019,Neutral,1.58,,0.0748299319727892,1.55,0.24,1.58,0.2440944881889764,1.565,1.58,0.0748299319727892,0.2420472440944882
Year ending 12/2020,Neutral,,0.97,0.0,0.45,-0.7096774193548387,1.26,-0.20253164556962033,0.97,0.97,-0.38607594936708867,-0.45610453246222954
Year ending 12/2021,Neutral,,1.7,0.0,1.29,1.8666666666666667,1.95,0.5476190476190477,1.7,1.7,0.7525773195876289,1.2071428571428573
