,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,3.6,,,3.52,,3.63,,3.575,3.6,,
Year ending 12/2018,Neutral,4.05,,0.125,4.01,0.13920454545454541,4.11,0.1322314049586779,4.0600000000000005,4.05,0.125,0.13571797520661166
Year ending 12/2019,Neutral,4.24,,0.04691358024691361,4.14,0.032418952618453734,4.25,0.03406326034063256,4.195,4.24,0.04691358024691361,0.03324110647954315
Year ending 12/2020,Neutral,,4.35,0.0,4.1,-0.009661835748792313,4.47,0.051764705882352935,4.35,4.35,0.02594339622641506,0.02105143506678031
Year ending 12/2021,Neutral,,4.63,0.0,4.4,0.07317073170731736,4.73,0.05816554809843422,4.63,4.63,0.06436781609195408,0.06566813990287579
