,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2017,Neutral,4.28,,,4.15,,4.19,,4.17,4.28,,
Year ending 9/2018,Neutral,3.69,,-0.13785046728971972,3.54,-0.146987951807229,3.69,-0.1193317422434369,3.615,3.69,-0.13785046728971972,-0.13315984702533296
Year ending 9/2019,Neutral,3.54,,-0.04065040650406504,3.4,-0.039548022598870136,3.53,-0.04336043360433606,3.465,3.54,-0.04065040650406504,-0.0414542281016031
Year ending 9/2020,Neutral,,3.7,0.0,3.46,0.01764705882352935,4.0,0.1331444759206799,3.7,3.7,0.04519774011299438,0.07539576737210463
Year ending 9/2021,Neutral,,5.77,0.0,4.85,0.40173410404624277,6.54,0.635,5.77,5.77,0.5594594594594593,0.5183670520231214
