,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,3.57,,,3.44,,3.8,,3.62,3.57,,
Year ending 12/2018,Neutral,7.66,,1.145658263305322,7.48,1.174418604651163,7.65,1.0131578947368425,7.565,7.66,1.145658263305322,1.0937882496940028
Year ending 12/2019,Positive Surprise,4.25,,-0.44516971279373374,,0.0,,0.0,4.04,4.25,-0.44516971279373374,0.0
Year ending 12/2020,Neutral,,1.68,0.0,1.1,-0.8529411764705882,2.0,-0.738562091503268,1.68,1.68,-0.6047058823529412,-0.7957516339869282
Year ending 12/2021,Neutral,,3.0,0.0,1.35,0.2272727272727273,4.05,1.025,3.0,3.0,0.7857142857142858,0.6261363636363636
