,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Negative Surprise,0.88,,,,,,,1.2,0.88,,
Year ending 12/2018,Positive Surprise,2.24,,1.5454545454545459,,,,,0.67,2.24,1.5454545454545459,
Year ending 12/2019,Negative Surprise,0.09,,-0.9598214285714286,,,,,0.12,0.09,-0.9598214285714286,
Year ending 12/2020,Neutral,,0.24,0.0,0.06,,0.41,,0.24,0.24,1.6666666666666665,
Year ending 12/2021,Neutral,,0.29,0.0,0.11,0.8333333333333335,0.41,0.0,0.29,0.29,0.20833333333333326,0.41666666666666674
