,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,12.33,,,,,,,10.21,12.33,,
Year ending 12/2018,Positive Surprise,16.01,,0.2984590429845906,,,,,15.13,16.01,0.2984590429845906,
Year ending 12/2019,Negative Surprise,-3.47,,-1.2167395377888819,,,,,0.57,-3.47,-1.2167395377888819,
Year ending 12/2020,Neutral,,-3.7,0.0,-9.7,,1.5,,-3.7,-3.7,0.06628242074927959,
Year ending 12/2021,Neutral,,7.69,0.0,-2.85,-0.7061855670103092,15.17,9.113333333333333,7.69,7.69,-3.0783783783783782,4.203573883161512
