,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,5.04,,,5.18,,5.26,,5.22,5.04,,
Year ending 12/2018,Neutral,5.53,,0.09722222222222232,5.65,0.09073359073359089,5.85,0.11216730038022815,5.75,5.53,0.09722222222222232,0.10145044555690952
Year ending 12/2019,Neutral,5.58,,0.009041591320072317,5.52,-0.02300884955752225,5.65,-0.03418803418803407,5.585,5.58,0.009041591320072317,-0.028598441872778158
Year ending 12/2020,Neutral,,4.88,0.0,4.6,-0.16666666666666663,5.41,-0.04247787610619469,4.88,4.88,-0.1254480286738352,-0.10457227138643066
Year ending 12/2021,Neutral,,5.65,0.0,5.36,0.16521739130434798,6.35,0.17375231053604434,5.65,5.65,0.15778688524590168,0.16948485092019616
