,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 10/2017,Neutral,9.7,,,9.56,,9.76,,9.66,9.7,,
Year ending 10/2018,Neutral,11.5,,0.18556701030927836,11.56,0.20920502092050208,11.68,0.19672131147540983,11.620000000000001,11.5,0.18556701030927836,0.20296316619795596
Year ending 10/2019,Neutral,12.35,,0.07391304347826089,12.3,0.06401384083044981,12.35,0.05736301369863006,12.325,12.35,0.07391304347826089,0.060688427264539935
Year ending 10/2020,Neutral,,12.18,0.0,10.0,-0.1869918699186992,13.15,0.06477732793522284,12.18,12.18,-0.013765182186234792,-0.06110727099173818
Year ending 10/2021,Neutral,,13.98,0.0,11.4,0.14000000000000012,14.8,0.12547528517110274,13.98,13.98,0.14778325123152714,0.13273764258555143
