,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,6.57,,,,,,,6.17,6.57,,
Year ending 12/2018,Positive Surprise,5.9,,-0.10197869101978685,,,,,5.24,5.9,-0.10197869101978685,
Year ending 12/2019,Positive Surprise,6.7,,0.1355932203389829,,,,,6.04,6.7,0.1355932203389829,
Year ending 12/2020,Neutral,,5.35,0.0,4.88,,5.67,,5.35,5.35,-0.20149253731343286,
Year ending 12/2021,Neutral,,5.64,0.0,4.66,-0.04508196721311475,6.47,0.14109347442680775,5.64,5.64,0.0542056074766355,0.0480057536068465
