,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,0.98,,,0.92,,1.0,,0.96,0.98,,
Year ending 12/2018,Neutral,1.29,,0.3163265306122449,1.27,0.38043478260869557,1.31,0.31000000000000005,1.29,1.29,0.3163265306122449,0.3452173913043478
Year ending 12/2019,Neutral,1.39,,0.07751937984496116,1.34,0.0551181102362206,1.36,0.03816793893129766,1.35,1.39,0.07751937984496116,0.04664302458375913
Year ending 12/2020,Neutral,,1.07,0.0,0.56,-0.5820895522388059,1.25,-0.08088235294117652,1.07,1.07,-0.2302158273381294,-0.3314859525899912
Year ending 12/2021,Neutral,,1.1,0.0,0.65,0.1607142857142856,1.31,0.04800000000000004,1.1,1.1,0.028037383177570208,0.10435714285714282
