,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,5.46,,,,,,,4.94,5.46,,
Year ending 12/2018,Negative Surprise,3.85,,-0.2948717948717948,,,,,4.2,3.85,-0.2948717948717948,
Year ending 12/2019,Positive Surprise,4.08,,0.05974025974025965,,,,,3.77,4.08,0.05974025974025965,
Year ending 12/2020,Neutral,,3.53,0.0,2.91,,4.09,,3.53,3.53,-0.13480392156862753,
Year ending 12/2021,Neutral,,4.36,0.0,3.76,0.29209621993127133,5.2,0.2713936430317849,4.36,4.36,0.23512747875354134,0.2817449314815281
