,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 5/2017,Neutral,2.32,,,2.28,,2.33,,2.3049999999999997,2.32,,
Year ending 5/2018,Neutral,2.66,,0.14655172413793127,2.6,0.14035087719298267,2.67,0.14592274678111572,2.635,2.66,0.14655172413793127,0.1431368119870492
Year ending 5/2019,Neutral,3.22,,0.21052631578947367,3.18,0.22307692307692317,3.25,0.21722846441947574,3.215,3.22,0.21052631578947367,0.22015269374819946
Year ending 5/2020,Neutral,,2.7,0.0,2.44,-0.23270440251572333,2.99,-0.07999999999999996,2.7,2.7,-0.16149068322981364,-0.15635220125786164
Year ending 5/2021,Neutral,,2.63,0.0,1.7,-0.30327868852459017,3.44,0.15050167224080258,2.63,2.63,-0.02592592592592602,-0.0763885081418938
