,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,3.04,,,,,,,2.89,3.04,,
Year ending 12/2018,Neutral,3.32,,0.09210526315789469,3.33,,3.56,,3.4450000000000003,3.32,0.09210526315789469,
Year ending 12/2019,Neutral,3.26,,-0.01807228915662651,2.85,-0.14414414414414412,3.24,-0.0898876404494382,3.045,3.26,-0.01807228915662651,-0.11701589229679116
Year ending 12/2020,Neutral,,0.06,0.0,-0.92,-1.3228070175438598,1.1,-0.6604938271604939,0.06,0.06,-0.9815950920245399,-0.9916504223521768
Year ending 12/2021,Neutral,,2.52,0.0,1.02,-2.108695652173913,3.27,1.9727272727272727,2.52,2.52,41.0,-0.06798418972332021
