,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,6.76,,,6.51,,6.78,,6.645,6.76,,
Year ending 12/2018,Neutral,9.13,,0.35059171597633143,8.39,0.2887864823348696,9.18,0.35398230088495564,8.785,9.13,0.35059171597633143,0.3213843916099126
Year ending 12/2019,Neutral,12.05,,0.3198247535596932,11.49,0.369487485101311,12.23,0.33224400871459703,11.86,12.05,0.3198247535596932,0.350865746907954
Year ending 12/2020,Neutral,,-17.83,0.0,-24.98,-3.174064403829417,-6.6,-1.5396565821749795,-17.83,-17.83,-2.479668049792531,-2.3568604930021984
Year ending 12/2021,Neutral,,3.52,0.0,0.45,-1.0180144115292233,7.78,-2.1787878787878787,3.52,3.52,-1.1974200785193494,-1.598401145158551
