,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,10.46,,,9.95,,10.6,,10.274999999999999,10.46,,
Year ending 12/2018,Neutral,14.22,,0.35946462715105154,13.5,0.35678391959799005,14.53,0.37075471698113205,14.015,14.22,0.35946462715105154,0.36376931828956105
Year ending 12/2019,Neutral,17.05,,0.19901547116736995,16.86,0.24888888888888894,17.0,0.1699931176875431,16.93,17.05,0.19901547116736995,0.20944100328821602
Year ending 12/2020,Neutral,,18.46,0.0,17.51,0.03855278766310799,18.84,0.10823529411764699,18.46,18.46,0.0826979472140763,0.07339404089037749
Year ending 12/2021,Neutral,,20.43,0.0,19.43,0.10965162764134773,21.49,0.14065817409766446,20.43,20.43,0.10671722643553627,0.1251549008695061
