,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Negative Surprise,1.1,,,,,,,1.2,1.1,,
Year ending 12/2018,Neutral,1.26,,0.14545454545454528,1.23,,1.33,,1.28,1.26,0.14545454545454528,
Year ending 12/2019,Neutral,1.38,,0.09523809523809512,1.22,-0.008130081300813052,1.35,0.015037593984962516,1.2850000000000001,1.38,0.09523809523809512,0.003453756342074732
Year ending 12/2020,Neutral,,1.74,0.0,1.38,0.13114754098360648,3.52,1.6074074074074072,1.74,1.74,0.26086956521739135,0.8692774741955068
Year ending 12/2021,Neutral,,1.84,0.0,1.41,0.021739130434782705,3.68,0.045454545454545414,1.84,1.84,0.05747126436781613,0.03359683794466406
