,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 1/2018,Neutral,4.19,,,4.02,,4.17,,4.095,4.19,,
Year ending 1/2019,Neutral,5.6,,0.3365155131264914,5.5,0.3681592039800996,5.6,0.34292565947242193,5.55,5.6,0.3365155131264914,0.35554243172626077
Year ending 1/2020,Neutral,4.86,,-0.132142857142857,4.74,-0.13818181818181818,4.85,-0.1339285714285714,4.795,4.86,-0.132142857142857,-0.1360551948051948
Year ending 1/2021,Neutral,,-0.31,0.0,-4.12,-1.869198312236287,2.05,-0.5773195876288659,-0.31,-0.31,-1.0637860082304527,-1.2232589499325766
Year ending 1/2022,Neutral,,2.87,0.0,1.49,-1.3616504854368932,4.3,1.0975609756097562,2.87,2.87,-10.258064516129032,-0.13204475491356849
