,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,3.32,,,3.29,,3.52,,3.4050000000000002,3.32,,
Year ending 12/2018,Neutral,3.57,,0.07530120481927716,3.45,0.04863221884498481,3.66,0.03977272727272729,3.555,3.57,0.07530120481927716,0.04420247305885605
Year ending 12/2019,Neutral,5.4,,0.5126050420168069,5.09,0.47536231884057956,5.38,0.4699453551912567,5.234999999999999,5.4,0.5126050420168069,0.4726538370159181
Year ending 12/2020,Neutral,,6.1,0.0,6.0,0.17878192534381143,6.3,0.17100371747211884,6.1,6.1,0.12962962962962954,0.17489282140796514
Year ending 12/2021,Neutral,,6.54,0.0,5.84,-0.026666666666666727,6.87,0.0904761904761906,6.54,6.54,0.0721311475409836,0.031904761904761936
