,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,3.53,,,3.52,,3.6,,3.56,3.53,,
Year ending 12/2018,Neutral,2.35,,-0.33427762039660047,2.33,-0.33806818181818177,2.35,-0.3472222222222222,2.34,2.35,-0.33427762039660047,-0.342645202020202
Year ending 12/2019,Neutral,2.38,,0.012765957446808418,2.33,0.0,2.36,0.004255319148936065,2.3449999999999998,2.38,0.012765957446808418,0.0021276595744680327
Year ending 12/2020,Neutral,,2.09,0.0,1.9,-0.18454935622317603,2.53,0.07203389830508478,2.09,2.09,-0.12184873949579833,-0.05625772895904563
Year ending 12/2021,Neutral,,2.34,0.0,1.99,0.047368421052631726,2.8,0.10671936758893286,2.34,2.34,0.11961722488038284,0.07704389432078229
