,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,7.51,,,7.24,,7.61,,7.425000000000001,7.51,,
Year ending 12/2018,Neutral,11.0,,0.4647137150466045,10.95,0.5124309392265192,11.35,0.49145860709592637,11.149999999999999,11.0,0.4647137150466045,0.5019447731612228
Year ending 12/2019,Neutral,9.53,,-0.13363636363636366,9.3,-0.15068493150684914,9.8,-0.13656387665198233,9.55,9.53,-0.13363636363636366,-0.14362440407941574
Year ending 12/2020,Neutral,,6.93,0.0,5.68,-0.389247311827957,10.25,0.04591836734693877,6.93,6.93,-0.27282266526757604,-0.17166447224050913
Year ending 12/2021,Neutral,,8.99,0.0,7.91,0.392605633802817,11.67,0.13853658536585356,8.99,8.99,0.29725829725829733,0.2655711095843353
