,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.37,,,1.3,,1.39,,1.345,1.37,,
Year ending 12/2018,Neutral,1.6,,0.16788321167883202,1.54,0.18461538461538463,1.63,0.17266187050359716,1.585,1.6,0.16788321167883202,0.1786386275594909
Year ending 12/2019,Positive Surprise,1.79,,0.11874999999999991,,0.0,,0.0,1.69,1.79,0.11874999999999991,0.0
Year ending 12/2020,Neutral,,1.4,0.0,1.21,-0.2142857142857143,1.95,0.19631901840490795,1.4,1.4,-0.2178770949720671,-0.008983347940403175
Year ending 12/2021,Neutral,,1.38,0.0,1.11,-0.0826446280991735,1.86,-0.0461538461538461,1.38,1.38,-0.014285714285714346,-0.0643992371265098
