,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 6/2019,Positive Surprise,2.63,,,,,,,2.46,2.63,,
Year ending 6/2020,Neutral,,2.35,0.0,2.0,,2.65,,2.35,2.35,-0.10646387832699611,
Year ending 6/2021,Neutral,,2.29,0.0,1.5,-0.25,3.13,0.18113207547169807,2.29,2.29,-0.025531914893617058,-0.034433962264150964
