,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Negative Surprise,1.29,,,,,,,1.5,1.29,,
Year ending 12/2018,Negative Surprise,0.82,,-0.3643410852713179,,,,,1.26,0.82,-0.3643410852713179,
Year ending 12/2019,Negative Surprise,0.74,,-0.09756097560975607,,,,,1.06,0.74,-0.09756097560975607,
Year ending 12/2020,Neutral,,0.5,0.0,-0.24,,1.3,,0.5,0.5,-0.32432432432432434,
Year ending 12/2021,Neutral,,0.65,0.0,0.06,-1.25,1.1,-0.15384615384615385,0.65,0.65,0.30000000000000004,-0.7019230769230769
