,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,0.44,,,,,,,0.27,0.44,,
Year ending 12/2018,Positive Surprise,0.74,,0.6818181818181819,,,,,0.52,0.74,0.6818181818181819,
Year ending 12/2019,Positive Surprise,0.63,,-0.14864864864864868,,,,,0.33,0.63,-0.14864864864864868,
Year ending 12/2020,Neutral,,0.15,0.0,0.01,,0.35,,0.15,0.15,-0.7619047619047619,
Year ending 12/2021,Neutral,,0.22,0.0,0.13,12.0,0.35,0.0,0.22,0.22,0.4666666666666668,6.0
