,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,5.85,,,5.77,,5.84,,5.805,5.85,,
Year ending 12/2018,Neutral,6.19,,0.05811965811965836,5.47,-0.051993067590987874,6.72,0.15068493150684925,6.095,6.19,0.05811965811965836,0.04934593195793069
Year ending 12/2019,Neutral,7.34,,0.18578352180936974,7.23,0.32175502742230355,7.35,0.09375,7.29,7.34,0.18578352180936974,0.20775251371115178
Year ending 12/2020,Neutral,,7.61,0.0,6.97,-0.03596127247579539,8.17,0.11156462585034022,7.61,7.61,0.03678474114441421,0.03780167668727241
Year ending 12/2021,Neutral,,8.61,0.0,8.14,0.1678622668579628,9.34,0.14320685434516522,8.61,8.61,0.13140604467805517,0.155534560601564
