,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,2.0,,,1.95,,2.08,,2.015,2.0,,
Year ending 12/2018,Neutral,2.32,,0.15999999999999992,2.23,0.14358974358974352,2.34,0.125,2.285,2.32,0.15999999999999992,0.13429487179487176
Year ending 12/2019,Neutral,2.83,,0.21982758620689657,2.74,0.22869955156950694,2.81,0.20085470085470103,2.7750000000000004,2.83,0.21982758620689657,0.21477712621210399
Year ending 12/2020,Neutral,,3.07,0.0,2.72,-0.007299270072992692,3.28,0.16725978647686834,3.07,3.07,0.08480565371024729,0.07998025820193783
Year ending 12/2021,Neutral,,3.41,0.0,2.88,0.0588235294117645,3.96,0.20731707317073167,3.41,3.41,0.11074918566775249,0.13307030129124808
