,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,12.05,,,11.8,,12.03,,11.915,12.05,,
Year ending 12/2018,Neutral,16.1,,0.3360995850622408,15.85,0.3432203389830508,16.25,0.3507896924355778,16.05,16.1,0.3360995850622408,0.3470050157093143
Year ending 12/2019,Neutral,17.88,,0.11055900621117987,17.83,0.12492113564668772,18.05,0.11076923076923073,17.939999999999998,17.88,0.11055900621117987,0.11784518320795923
Year ending 12/2020,Neutral,,16.68,0.0,14.22,-0.20246775098149172,19.03,0.054293628808864236,16.68,16.68,-0.06711409395973156,-0.07408706108631374
Year ending 12/2021,Neutral,,19.75,0.0,18.52,0.30239099859353025,21.1,0.10877561744613762,19.75,19.75,0.18405275779376495,0.20558330801983393
