,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,5.94,,,5.88,,6.07,,5.975,5.94,,
Year ending 12/2018,Neutral,7.81,,0.31481481481481466,7.67,0.30442176870748305,7.93,0.3064250411861613,7.8,7.81,0.31481481481481466,0.3054234049468222
Year ending 12/2019,Neutral,9.08,,0.16261203585147244,8.95,0.16688396349413281,9.16,0.1551071878940733,9.055,9.08,0.16261203585147244,0.16099557569410305
Year ending 12/2020,Neutral,,2.23,0.0,-1.92,-1.2145251396648045,5.75,-0.37227074235807867,2.23,2.23,-0.7544052863436124,-0.7933979410114416
Year ending 12/2021,Neutral,,6.34,0.0,3.27,-2.703125,12.39,1.154782608695652,6.34,6.34,1.8430493273542599,-0.774171195652174
