,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,4.96,,,4.53,,4.98,,4.755000000000001,4.96,,
Year ending 12/2018,Positive Surprise,7.37,,0.4858870967741935,,0.0,,0.0,6.26,7.37,0.4858870967741935,0.0
Year ending 12/2019,Positive Surprise,5.7,,-0.22659430122116686,,0.0,,0.0,4.97,5.7,-0.22659430122116686,0.0
Year ending 12/2020,Neutral,,-1.05,0.0,-4.82,-2.06401766004415,1.76,-0.6465863453815262,-1.05,-1.05,-1.1842105263157894,-1.3553020027128382
Year ending 12/2021,Neutral,,4.65,0.0,1.64,-1.3402489626556016,8.29,3.7102272727272725,4.65,4.65,-5.428571428571429,1.1849891550358356
