,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.25,,,1.2,,1.28,,1.24,1.25,,
Year ending 12/2018,Neutral,2.68,,1.1440000000000001,2.58,1.1500000000000004,3.2,1.5,2.89,2.68,1.1440000000000001,1.3250000000000002
Year ending 12/2019,Positive Surprise,4.13,,0.5410447761194028,,0.0,,0.0,3.37,4.13,0.5410447761194028,0.0
Year ending 12/2020,Neutral,,6.46,0.0,5.7,1.2093023255813953,7.67,1.3968749999999996,6.46,6.46,0.5641646489104117,1.3030886627906975
Year ending 12/2021,Neutral,,8.56,0.0,7.13,0.25087719298245603,10.65,0.38852672750977835,8.56,8.56,0.32507739938080493,0.3197019602461172
