,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2017,Neutral,5.88,,,5.85,,5.9,,5.875,5.88,,
Year ending 9/2018,Neutral,6.49,,0.1037414965986394,6.45,0.10256410256410264,6.52,0.10508474576271176,6.484999999999999,6.49,0.1037414965986394,0.1038244241634072
Year ending 9/2019,Neutral,7.09,,0.09244992295839749,7.03,0.08992248062015507,7.18,0.10122699386503076,7.105,7.09,0.09244992295839749,0.09557473724259291
Year ending 9/2020,Neutral,,7.44,0.0,6.33,-0.09957325746799428,7.76,0.0807799442896937,7.44,7.44,0.04936530324400579,-0.009396656589150287
Year ending 9/2021,Neutral,,8.17,0.0,7.68,0.21327014218009466,8.62,0.11082474226804107,8.17,8.17,0.0981182795698925,0.16204744222406786
