,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,3.46,,,,,,,3.25,3.46,,
Year ending 12/2018,Neutral,4.58,,0.323699421965318,4.51,,4.58,,4.545,4.58,0.323699421965318,
Year ending 12/2019,Positive Surprise,4.87,,0.06331877729257651,,0.0,,0.0,4.61,4.87,0.06331877729257651,0.0
Year ending 12/2020,Neutral,,4.78,0.0,4.23,-0.06208425720620825,5.2,0.1353711790393013,4.78,4.78,-0.01848049281314168,0.03664346091654652
Year ending 12/2021,Neutral,,4.85,0.0,3.8,-0.10165484633569755,5.6,0.07692307692307687,4.85,4.85,0.01464435146443499,-0.012365884706310337
