,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,2.56,,,5.04,,5.12,,5.08,2.56,,
Year ending 12/2018,Positive Surprise,3.44,,0.34375,,0.0,,0.0,3.12,3.44,0.34375,0.0
Year ending 12/2019,Neutral,4.0,,0.16279069767441867,3.99,-0.20833333333333326,4.04,-0.2109375,4.015000000000001,4.0,0.16279069767441867,-0.20963541666666663
Year ending 12/2020,Neutral,,4.41,0.0,3.66,-0.08270676691729328,4.92,0.2178217821782178,4.41,4.41,0.10250000000000004,0.06755750763046225
Year ending 12/2021,Neutral,,5.37,0.0,4.5,0.2295081967213115,6.0,0.2195121951219512,5.37,5.37,0.217687074829932,0.22451019592163135
