,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Negative Surprise,1.59,,,,,,,1.83,1.59,,
Year ending 12/2018,Negative Surprise,1.29,,-0.18867924528301894,,,,,1.53,1.29,-0.18867924528301894,
Year ending 12/2019,Negative Surprise,1.08,,-0.16279069767441856,,,,,1.4,1.08,-0.16279069767441856,
Year ending 12/2020,Neutral,,-0.9,0.0,-2.58,,0.15,,-0.9,-0.9,-1.8333333333333333,
Year ending 12/2021,Neutral,,-0.53,0.0,-1.8,-0.3023255813953488,0.48,2.2,-0.53,-0.53,-0.4111111111111111,0.9488372093023256
