,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.16,,,1.13,,1.17,,1.15,1.16,,
Year ending 12/2018,Neutral,1.1,,-0.051724137931034364,1.04,-0.07964601769911495,1.13,-0.03418803418803418,1.085,1.1,-0.051724137931034364,-0.05691702594357456
Year ending 12/2019,Neutral,1.02,,-0.07272727272727275,1.01,-0.028846153846153855,1.07,-0.05309734513274322,1.04,1.02,-0.07272727272727275,-0.04097174948944854
Year ending 12/2020,Neutral,,1.02,0.0,0.91,-0.09900990099009899,1.2,0.12149532710280364,1.02,1.02,0.0,0.011242713056352327
Year ending 12/2021,Neutral,,1.29,0.0,0.75,-0.17582417582417587,2.13,0.7749999999999999,1.29,1.29,0.2647058823529411,0.299587912087912
