,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,2.4,,,2.29,,2.41,,2.35,2.4,,
Year ending 12/2018,Neutral,2.88,,0.19999999999999996,2.87,0.2532751091703056,2.9,0.20331950207468874,2.885,2.88,0.19999999999999996,0.22829730562249717
Year ending 12/2019,Neutral,3.02,,0.04861111111111116,3.0,0.04529616724738683,3.03,0.04482758620689653,3.0149999999999997,3.02,0.04861111111111116,0.04506187672714168
Year ending 12/2020,Neutral,,1.75,0.0,1.06,-0.6466666666666667,3.16,0.04290429042904309,1.75,1.75,-0.42052980132450335,-0.3018811881188118
Year ending 12/2021,Neutral,,2.62,0.0,1.89,0.783018867924528,3.65,0.15506329113924044,2.62,2.62,0.4971428571428571,0.46904107953188423
