,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.3,,,1.23,,1.29,,1.26,1.3,,
Year ending 12/2018,Neutral,2.67,,1.0538461538461537,2.58,1.0975609756097562,2.67,1.0697674418604648,2.625,2.67,1.0538461538461537,1.0836642087351105
Year ending 12/2019,Neutral,3.5,,0.3108614232209739,3.4,0.317829457364341,3.44,0.28838951310861427,3.42,3.5,0.3108614232209739,0.3031094852364776
Year ending 12/2020,Neutral,,3.63,0.0,3.12,-0.08235294117647052,3.95,0.1482558139534884,3.63,3.63,0.037142857142857144,0.03295143638850895
Year ending 12/2021,Neutral,,4.52,0.0,4.22,0.3525641025641024,5.0,0.26582278481012644,4.52,4.52,0.24517906336088147,0.30919344368711443
