,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,3.08,,,3.05,,3.12,,3.085,3.08,,
Year ending 12/2018,Neutral,3.34,,0.08441558441558428,3.3,0.08196721311475419,3.46,0.10897435897435903,3.38,3.34,0.08441558441558428,0.09547078604455661
Year ending 12/2019,Neutral,3.6,,0.07784431137724557,3.54,0.07272727272727275,3.62,0.046242774566473965,3.58,3.6,0.07784431137724557,0.05948502364687336
Year ending 12/2020,Neutral,,2.88,0.0,2.6,-0.2655367231638418,3.08,-0.149171270718232,2.88,2.88,-0.20000000000000007,-0.2073539969410369
Year ending 12/2021,Neutral,,3.43,0.0,3.05,0.1730769230769229,4.2,0.36363636363636376,3.43,3.43,0.19097222222222232,0.26835664335664333
