,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,5.6,,,5.52,,5.65,,5.585,5.6,,
Year ending 12/2018,Neutral,7.91,,0.4125000000000001,7.81,0.41485507246376807,8.06,0.42654867256637163,7.9350000000000005,7.91,0.4125000000000001,0.42070187251506985
Year ending 12/2019,Neutral,8.94,,0.13021491782553718,8.9,0.13956466069142137,8.94,0.10918114143920588,8.92,8.94,0.13021491782553718,0.12437290106531362
Year ending 12/2020,Neutral,,9.7,0.0,9.55,0.0730337078651686,9.9,0.10738255033557054,9.7,9.7,0.08501118568232657,0.09020812910036957
Year ending 12/2021,Neutral,,10.42,0.0,10.05,0.05235602094240832,10.94,0.10505050505050506,10.42,10.42,0.07422680412371152,0.07870326299645669
