,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,1.85,,,1.74,,1.94,,1.8399999999999999,1.85,,
Year ending 12/2018,Neutral,2.62,,0.4162162162162162,2.5,0.4367816091954022,2.63,0.3556701030927836,2.565,2.62,0.4162162162162162,0.3962258561440929
Year ending 12/2019,Neutral,2.75,,0.04961832061068705,2.66,0.06400000000000006,3.05,0.15969581749049433,2.855,2.75,0.04961832061068705,0.1118479087452472
Year ending 12/2020,Neutral,,1.45,0.0,0.08,-0.9699248120300752,1.85,-0.39344262295081955,1.45,1.45,-0.4727272727272728,-0.6816837174904473
Year ending 12/2021,Neutral,,2.21,0.0,1.6,19.0,2.95,0.5945945945945945,2.21,2.21,0.5241379310344827,9.797297297297296
