,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,9.1,,,,,,,0.83,9.1,,
Year ending 12/2018,Neutral,4.65,,-0.48901098901098894,2.1,,6.38,,4.24,4.65,-0.48901098901098894,
Year ending 12/2019,Neutral,21.34,,3.5892473118279566,19.26,8.171428571428573,22.35,2.503134796238245,20.805,21.34,3.5892473118279566,5.3372816838334085
Year ending 12/2020,Neutral,,18.53,0.0,14.42,-0.25129802699896164,20.95,-0.06263982102908283,18.53,18.53,-0.13167760074976564,-0.15696892401402224
Year ending 12/2021,Neutral,,23.54,0.0,18.99,0.3169209431345352,25.77,0.23007159904534613,23.54,23.54,0.2703723691311386,0.2734962710899407
