,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2017,Neutral,3.01,,,2.93,,2.99,,2.96,3.01,,
Year ending 9/2018,Positive Surprise,3.54,,0.17607973421926926,,0.0,,0.0,3.15,3.54,0.17607973421926926,0.0
Year ending 9/2019,Neutral,2.35,,-0.33615819209039544,2.34,-0.2013651877133107,2.42,-0.19063545150501682,2.38,2.35,-0.33615819209039544,-0.19600031960916375
Year ending 9/2020,Neutral,,1.83,0.0,1.55,-0.3376068376068375,2.2,-0.09090909090909083,1.83,1.83,-0.22127659574468084,-0.21425796425796417
Year ending 9/2021,Neutral,,1.83,0.0,1.52,-0.01935483870967747,2.38,0.08181818181818179,1.83,1.83,0.0,0.03123167155425216
