,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,0.89,,,0.54,,1.01,,0.775,0.89,,
Year ending 12/2018,Neutral,5.01,,4.629213483146067,4.06,6.518518518518517,5.24,4.188118811881188,4.65,5.01,4.629213483146067,5.353318665199852
Year ending 12/2019,Negative Surprise,1.45,,-0.7105788423153693,,0.0,,0.0,1.71,1.45,-0.7105788423153693,0.0
Year ending 12/2020,Neutral,,-4.23,0.0,-6.31,-2.554187192118227,-2.74,-1.5229007633587788,-4.23,-4.23,-3.917241379310345,-2.038543977738503
Year ending 12/2021,Neutral,,-2.59,0.0,-4.68,-0.2583201267828843,-0.26,-0.9051094890510949,-2.59,-2.59,-0.3877068557919623,-0.5817148079169896
