,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Positive Surprise,12.27,,,,,,,9.94,12.27,,
Year ending 12/2018,Neutral,14.94,,0.21760391198044005,14.5,,14.92,,14.71,14.94,0.21760391198044005,
Year ending 12/2019,Neutral,16.1,,0.07764390896921025,14.76,0.017931034482758568,16.25,0.08914209115281513,15.504999999999999,16.1,0.07764390896921025,0.05353656281778685
Year ending 12/2020,Neutral,,15.96,0.0,13.8,-0.06504065040650397,17.94,0.10400000000000009,15.96,15.96,-0.008695652173913104,0.01947967479674806
Year ending 12/2021,Neutral,,16.98,0.0,14.25,0.032608695652173836,20.36,0.13489409141583053,16.98,16.98,0.06390977443609014,0.08375139353400218
