,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 3/2017,Neutral,4.24,,,4.11,,4.19,,4.15,4.24,,
Year ending 3/2018,Neutral,4.52,,0.06603773584905648,4.42,0.0754257907542577,4.64,0.10739856801909298,4.529999999999999,4.52,0.06603773584905648,0.09141217938667534
Year ending 3/2019,Neutral,4.97,,0.0995575221238938,4.9,0.10859728506787336,5.05,0.08836206896551735,4.975,4.97,0.0995575221238938,0.09847967701669536
Year ending 3/2020,Neutral,,4.11,0.0,3.29,-0.3285714285714286,4.52,-0.10495049504950504,4.11,4.11,-0.17303822937625746,-0.21676096181046683
Year ending 3/2021,Neutral,,2.86,0.0,-1.02,-1.3100303951367782,5.17,0.14380530973451333,2.86,2.86,-0.3041362530413626,-0.5831125427011324
