,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 3/2017,Neutral,12.54,,,12.43,,12.65,,12.54,12.54,,
Year ending 3/2018,Neutral,12.62,,0.006379585326953707,12.15,-0.022526146419951654,12.8,0.011857707509881354,12.475000000000001,12.62,0.006379585326953707,-0.00533421945503515
Year ending 3/2019,Neutral,13.57,,0.07527733755942956,13.45,0.10699588477366251,13.6,0.0625,13.524999999999999,13.57,0.07527733755942956,0.08474794238683125
Year ending 3/2020,Neutral,,14.77,0.0,14.58,0.08401486988847595,14.9,0.09558823529411775,14.77,14.77,0.08843036109064117,0.08980155259129685
Year ending 3/2021,Neutral,,15.46,0.0,12.88,-0.11659807956104251,17.6,0.18120805369127524,15.46,15.46,0.046716316858496976,0.032304987065116364
