,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Neutral,3.43,,,3.3,,3.49,,3.395,3.43,,
Year ending 12/2018,Neutral,3.78,,0.1020408163265305,3.73,0.13030303030303036,3.99,0.14326647564469908,3.8600000000000003,3.78,0.1020408163265305,0.13678475297386472
Year ending 12/2019,Neutral,2.68,,-0.29100529100529093,2.59,-0.30563002680965146,2.87,-0.2807017543859649,2.73,2.68,-0.29100529100529093,-0.2931658905978082
Year ending 12/2020,Neutral,,1.09,0.0,0.2,-0.9227799227799227,1.55,-0.45993031358885017,1.09,1.09,-0.5932835820895522,-0.6913551181843864
Year ending 12/2021,Neutral,,2.27,0.0,1.55,6.75,2.7,0.7419354838709677,2.27,2.27,1.0825688073394493,3.745967741935484
