,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2017,Negative Surprise,-0.48,,,,,,,-0.45,-0.48,,
Year ending 12/2018,Negative Surprise,-0.09,,-0.8125,,,,,0.0,-0.09,-0.8125,
Year ending 12/2019,Negative Surprise,-0.02,,-0.7777777777777778,,,,,0.11,-0.02,-0.7777777777777778,
Year ending 12/2020,Neutral,,-5.72,0.0,-8.84,,-2.26,,-5.72,-5.72,285.0,
Year ending 12/2021,Neutral,,-0.3,0.0,-1.13,-0.8721719457013575,0.43,-1.1902654867256637,-0.3,-0.3,-0.9475524475524475,-1.0312187162135107
